framenr,kanji,keyword,public,last_edited,story
1725,鎌,"sickle",1,2016-06-30 14:59:52,"In Battle Royale, one of the characters uses a kama (a sickle, this kanji) to commit a murder-suicide. The sharp metal blade cut the necks of both girls concurrently."
1726,謙,"self-effacing",1,2016-06-30 15:01:33,"Someone who says of himself that he is a ""jack of all trades, master of none"" (in keeping with the idea of doing things concurrently but not doing them well)"
1727,廉,"bargain",1,2016-06-30 15:08:59,"Bargain in the sense of ""low price"".
bat-cave, concurrently
The reason Batman got such a bargain on the bat-cave is that the lease stipulates that the bats get to live there concurrently."
1729,価,"value",1,2016-06-30 15:13:35,"The value of a person's life in the Old West isn't much at all."
1730,要,"need",1,2016-06-30 15:19:35,"Old west / woman
Old film called ""Mars Needs Women"". I think it might be a western."
1731,腰,"loins",1,2016-06-30 15:21:58,"body part | needs
The loins are a part of the body that have needs of their own?"
1732,票,"ballot",1,2016-06-30 15:28:14,"In the old west, the mayor (as decided by a ballot) always had to show himself to be a god-fearing man (altar underneath). Doesn't matter if they were or not, just that they have to show themselves at the altar."
1733,漂,"drift",1,2016-06-30 15:33:30,"water | ballot
US citizens are always ready to wash away leaders at the ballot box if it seems that they're drifting away from ""Christian"" principles."
1734,標,"signpost",1,2016-06-30 15:36:17,"tree | ballot
Were the trees balloted before we all decided to turn them all into signposts? I guess they would have found it difficult to find the polling stations if we didn't signpost them in the first place. A catch-22 that will forever keep trees from having a say in a constitutional democracy."
1735,栗,"chestnut",0,2016-06-30 15:38:30,"Chestnut, west nut tree."
1736,慄,"shudder",1,2016-06-30 15:42:56,"state of mind, chestnut
I once sliced my finger open while trying to open a chestnut. In that state of mind, I shuddered with fear, afraid to look to see how much damage I'd done."
1737,遷,"transition",1,2016-06-30 15:48:45,"The film ""Unforgiven"" was set at a transition point between the Old West and the new. I don't remember dogs and snakes on the roads, but I guess these staples of the old west would have been there, sharing the road with new auto-mobiles. This kanji doesn't show the new west (or cars) but it does see the old west heading on down the road, to be replaced with something new.
Also, the sun sets in the west, and maybe the dogs and snakes travel the road with it as we make the transition from day to night."
1738,覆,"capsize",1,2016-06-30 16:10:31,"ISIS believes that the west is the Great Satan so by their acts of terror they are hoping to capsize/overturn western states and restore the medieval idea of a global caliphate."
1739,煙,"smoke",1,2016-06-30 16:13:33,"Think smoke signals. Fire is the main element, then west because it's what we associate with the wild west, then finally ground because seeing them means you're in ""Indian territory"""
1740,南,"south",1,2016-06-30 16:22:13,"You could say that people living in the south, in the Bible belt are happier.
I don't like Heisig's reading of ""happiness"" here, though. The proportions are all wrong and this kanji doesn't have the ""happy"" symmetry in the original.
As ten-glass canopy-yen I'm going to imagine going to a chicken nanban (チキン南蛮, a dish invented in the southern city of Nobeoka) restaurant where they have a display of ten different varieties, each in their own glass case with a different cost in yen for each."
1741,楠,"camphor tree",1,2016-06-30 16:25:01,"Tree of the south. I'm going to think of this as a Eucalyptus tree (camphor trees contain similar volatile chemicals). Then it becomes easy to associate south since we all know that Australia is down near the south pole somewhere."
1742,献,"offering",1,2016-06-30 16:27:28,"If a South Korean makes you an offering of a hot dog, better make sure it's not made of chihuahua!"
1743,門,"gates",1,2016-06-30 17:24:28,"saloon-style swing-door gate"
1744,問,"question",1,2016-06-30 17:25:03,"Put your mouth up to the hole in the gate and ask your question."
1745,閲,"review",1,2016-06-30 17:27:03,"Review your old physics textbooks and you may come across the idea of ""Maxwell's demon"". It's a little devil that stands at the gate, reviewing how hot/cold each particle that wants to pass is and only lets cold ones go one way, hot ones the other."
1746,閥,"clique",1,2016-06-30 17:33:28,"gate-fell
Think of the story of shibboleths from the Bible. People trying to escape across a river (Ephraimites) are asked to pronounce the word (by Gileadites). If they pronounced it differently from their own clique, they were identified as an outsider and felled where they stood.
It's easier to think of this in terms of a clique being an ""ingroup"" and the others being ""outgroup"", thus subject to being felled. Wonderful people, these Jewish tribes ..."
1747,間,"interval",1,2016-06-30 17:35:36,"Think of gated communities set up along a travel route. The interval between them is such that you should be able to travel the distance in just one day, so you're not left in the wilderness between after dark."
1748,闇,"pitch dark",1,2016-06-30 17:37:34,"Six senses are like gates. If only sound enters through your gate then it must be pitch dark. Note how ""sound"" also appears in ""darkness"""
1749,簡,"simplicity",1,2016-06-30 17:43:14,"bamboo interval
Part of 簡単, a full word for simple. Never knew that that clacking bamboo thing was called ししおどし. Apparently it's used to scare away birds.
I'm going a slightly different way by saying that this bamboo device demonstrates the sheer simplicity of using water to measure off equal intervals."
1750,開,"open",1,2016-06-30 17:43:53,"gates-two hands
Obviously pushing the gate open with two hands."
1751,閉,"closed",1,2016-06-30 17:47:02,"gates-genie...
Hmm... forgetting genie (or at least this way of drawing it). Looks like a katakana オ, too, so I'll say ""oh, we're too late---the gates have already closed""
If I can remember genie, then I'll go with the gates being closed by a genie who will only open them if you tell him the magic word."
1752,閣,"tower",1,2016-06-30 17:54:48,"gates-each
Think of ""chess tower"", ie ""rook""/""castle"". These towers reside at each corner of the chessboard at the start. They are slow out of the gates because they are surrounded by other pieces and far from the centre."
1753,閑,"leisure",1,2016-06-30 17:57:06,"We already have a tree in the kanji for ""rest"", so let that be a reminder that there's a tree here, too. Imagine guys in a saloon on a rainy day, enjoying a game of Mah Jongg or something, looking out and seeing a restful tree beyond."
1754,聞,"hear",1,2016-06-30 17:58:19,"Make a set with ""question"". One person puts their mouth to the gate to ask to be let in (the question), while the person on the other side puts their ear up to hear."
1755,潤,"wet",1,2016-06-30 17:59:33,"watery gated king
Very good. Someone put a bucket of water over the king's personal gate and now he's all wet."
1756,欄,"column",1,2016-06-30 18:04:26,"Tree, gate, east
Lafcadio Hearne uprooted (hint: tree) from Europe and passed through the gateway leading to the east. There he wrote many newspaper columns about life in Japan (available as a collected work entitled ""Glimpses of Unfamiliar Japan"" from archive.org)"
1757,闘,"fight",1,2016-06-30 18:12:17,"gates,midget-glue
I think of Mr. Burns in The Simpsons. Think ""three stooges syndrome"": https://www.youtube.com/watch?v=gmBj8r1-fDo

He goes to the doctor who explains that he has every disease known to man, but that they're all in perfect balance. He uses a doorway (gate) to illustrate, with little midget versions of the three stooges all fighting to get through at once, leading to them all getting stuck (glue)"
1758,倉,"godown",1,2016-06-30 18:18:49,"OK, so like 99% of people, I have to look up what a godown is.
I'm going to think of it like: top three strokes as ""meeting"" (a meeting place for shipping containers, I guess). Half a gate as a big gantry (an overhead lift) for moving shipping containers around, with one shipping container waiting on the floor to be moved into the ""stacks""."
1759,創,"genesis",0,2016-06-30 18:19:49,"Back in the day the people were so excited to get hold of the Sega genesis they looted the godown with sabers."
1760,非,"un-",1,2016-06-30 18:24:58,"I think of McCarthy's anti-communist witch-hunts. That 4th stroke trying to make its own direction sure looks like a hippy or a communist. Definitely un-American!
Also, goatse cannot be unseen: http://boingboing.net/2007/06/04/london-2012-olympic.html
Argh. Pass the mind bleach!"
1761,俳,"haiku",1,2016-06-30 18:29:32,"Undo the myth that / Hiro invented haiku / He's just an actor.
(hey, maybe I should write all my stories as haiku!)"
1762,排,"repudiate",1,2016-06-30 18:36:09,"Seems to fit nicely with Plato's allegory of the cave. From their cell, where they have been chained all their lives, all the prisoners see are the shadows on the wall (as cast by their fingers, say). Since they do not know anything of the outside world, they repudiate its existence completely. It is an ""un"" thing to them.
https://en.wikipedia.org/wiki/Allegory_of_the_Cave"
1763,悲,"sad",1,2016-06-30 18:44:10,"悲しい.
Think of a songbird in a golden cage. No matter how fine the prison (jail cell), it still saddens the heart to be kept captive."
1764,罪,"guilt",1,2016-06-30 18:46:08,"net over jail cell
Justice is supposed to only net the guilty and throw them in jail cells (think of fish spilling out of a net) but it ain't always so."
1765,輩,"comrade",1,2016-06-30 18:48:47,"Somehow I get an image of the ""comrades"" (in scare quotes because they really make strange bedfellows) in Tarkovsky's 1979 film _Stalker_. There is a scene near the start where they are all making their way in a hand-operated railway car, heading for The Zone, which is really an ""un-place"", far removed from normal reality."
1766,扉,"front door",1,2016-06-30 18:52:07,"Think of Jim Henson's film ""The Cube"" (look it up!). A man is trapped in a room, but by the end, he just decides that he won't leave. Obvious connection with door and prison cell. Two ways to think of ""front door"" here: one is the obvious exit, the other is that the entire ""fourth wall"" (the one facing the audience) is completely open, allowing him to walk out whenever he wants."
1767,侯,"marquis",1,2016-06-30 18:55:54,"The Marquis de Sade (a real person) apparently enjoys songs in the key of PAIN. Here pictured throwing darts up towards the ceiling and allowing them to land back down on his head.
(the real Marquis de Sade was a lot less sadistic/masochistic, though)"
1768,喉,"throat",1,2016-06-30 18:58:48,"He opened his mouth as wide as a marquee so that his throat was practically distended. (think Munch's Scream if it helps)"
1769,候,"climate",1,2016-06-30 19:04:42,"Has meanings of climate, season, weather, wait for and expect.
Remember climate -> season and then think of the Sphinx's riddle being posed to the Marquis de Sade.
What has four legs in the morning, two in the afternoon and three at night? The Marquis de Sade (three legs = person with walking stick, obviously)"
1770,決,"decide",1,2016-06-30 19:10:35,"One key dog will decide the battle. Will he turn the tide or get the guillotine?
In the hitch-hiker's guide to the galaxy adventure game, what you decide to do with the dog just before using the sub-etha thumb for hitch-hiking will literally decide the fate of the human race. So break convention and think of a dog as the decider, not humans.
decide, deicide, believing in dog, you decide"
1771,快,"cheerful",1,2016-06-30 19:15:11,"Simplest way to approach this is thinking of cigars, especially those that are big enough to need a type of guillotine to chop off the end. ""Happiness is a cigar called Hamlet"" ads from the late 60's onwards. A nice cheerful look at a product that can kill you in a horribly agonising way.
https://www.youtube.com/watch?v=NIckHmwZAeI"
1772,偉,"admirable",1,2016-06-30 19:42:28,"I'm going to call the bit on the right a ""chastity belt"" because it's fiendishly complicated and also very funny. It doesn't hurt that the RHS is the radical for ""tanned leather""
First of all, you notice that it doesn't quite allow you to ""go"" (五). Then you try loosening it with your mouth, but whatever you try is only a half measure: you can't fit a full cock in to a half-cock hole, so the protection works.
That said, an admirable person is one who wears a chastity belt."
1773,違,"difference",1,2016-06-30 19:32:49,"chastity belt / road
You think that you've figured out how to get past the chastity belt, but you've gone down the wrong road. You can't tell the difference, but your partner can (ie, wrong hole)."
1774,緯,"horizontal",1,2016-06-30 19:34:44,"Finally, you defeat the chastity belt and ""get horizontal"" by suspending your partner (and strategic parts of the chastity belt) from some strings, like an Airfix model."
1775,衛,"defence",1,2016-06-30 19:38:25,"See ""boulevard"" (hint: Lou Reed's song ""Dirty Boulevard"").
Women, a chastity belt is your last line of defence against anyone wanting to slip up your dirty boulevard."
1776,韓,"Korea",1,2016-06-30 19:47:22,"Don't hate me Koreans, but ...
In the lands of mists ... No, wait. That's not the right way to start. The place is Korea, where everything is made of kimchi--even the chastity belts. You can tell straight away when a woman wearing one is near from the mists of still-fermenting cabbage wafting up from her nether regions."
1777,干,"dry",1,2016-07-01 14:14:26,"Go with Heisig's rotary clothesline idea."
1778,肝,"liver",1,2016-07-01 14:15:37,"body part | dry
The drunk had to dry out due to liver damage."
1779,刊,"publish",1,2016-07-01 14:17:12,"You might think that once something is published, it's all ""dry and cut"". However, ""Don't believe half of what you read and none of what you hear"""
1780,汗,"sweat",1,2016-07-01 14:17:56,"Water drying (evaporating) is why sweating cools you down."
1781,軒,"flats",1,2016-07-01 14:19:37,"Flats... burnt-out cars and washing hanging from clothes-lines strung up outside the windows."
1782,岸,"beach",1,2016-07-01 14:20:05,"Beneath the mountain and cliff there's a dry bit before the sea. Must be a beach."
1783,幹,"tree trunk",1,2016-07-01 14:22:41,"Think of a tree's drip-line. It doesn't get much rain (though if it's humid there will be a mist). Then on the right there's an umbrella (the tree's canopy) with a dry patch underneath. Imagine sitting with your back to the tree-trunk and enjoying this pleasant place out of the rain."
1784,芋,"potato",1,2016-07-01 14:26:37,"Although potatoes can be propagated by their flowers/fruit, it's more usual to ""chit them"" by storing them in a dry, frost-free place. Think of that hook at the end as one of the ""eyes"" that will sprout a full plant."
1785,宇,"eaves",1,2016-07-01 14:27:21,"You've heard of a couch potato: someone who doesn't leave the couch. A ""house potato"" is someone who never goes beyond their own eaves."
1786,余,"too much",1,2016-07-01 14:28:49,"Keyword confused me a bit (was thinking ""overdo""). This is the kanji for ""amari""

If your potato plants have too much shade (like an umbrella overhead, for example!) then you'll only grow little marble potatoes."
1787,除,"exclude",1,2016-07-01 14:37:31,"Pinnacle, scale
There's a road going up a steep mountain pass. Big trucks are excluded from travelling the road, so a scale is set up to weigh everything. Anything that's excluded from going over the pinnacle has to take the longer way around."
1788,徐,"gradually",1,2016-07-01 14:38:38,"Think of a graduated cylinder with ""line"" on the left having various markings. In fact, imagine both sides as a kind of scale as you're gradually filling up the cylinder."
1789,叙,"confer",1,2016-07-01 14:44:53,"Think of being conferred a degree. I'll go with the Japanese words for both halves. Your tests results are 余り（あまり）良くない so you go to your professor who unfortunately tells you that you'll have to sit your exams again (又、また）or you won't be conferred."
1790,途,"route",1,2016-07-01 14:46:31,"Think GPS route planner. The better ones can take account of road conditions and use that as a scaling factor for any particular part of the journey (ie, pretending that the road is longer than it actually is), thus suggesting a more optimal route for you."
1791,斜,"diagonal",1,2016-07-01 14:52:46,"too much - measuring cup
Imagine a spreadsheet used to count calories (to stop you from eating too much). Two columns: one for the breakdown of carbs in each ingredient, the other being the total. If there is too much in the left column, then you're blowing your budget (too big a measuring cup) on the right. As for diagonal, imagine diagonal lines connecting the carb breakdown numbers to the sum on the bottom right. (diagonal lines showing the many-to-one mapping between individual items and the sum)"
1792,塗,"paint",1,2016-07-01 14:54:51,"Put too much paint (water + too much) on your roller and it will drip all over the ground."
1793,束,"bundle",1,2016-07-01 14:55:50,"I'm going to think of this as a faggot. Old English word for a bundle of firewood. Then tree is obvious, and the mouth in the middle represents the bundle."
1794,頼,"trust",1,2016-07-01 14:59:01,"You may not trust faggots (old name for bundle of firewood; imagine sitting ""with your back to the wall"" out of mistrust), but for the most part any fears about what might happen are all in your head."
1795,瀬,"rapids",1,2016-07-01 14:59:51,"You need two things for rapids. One is that you need to have a sufficient head of water (ie, elevation), the other is that the river has to be all bundled up into a tight space."
1796,勅,"imperial order",1,2016-07-01 15:03:07,"The emperor made an order that all faggots had to work out at the gym to build their muscles so that visiting dignitaries would not think his countrymen were effete and easily invaded."
1797,疎,"alienate",1,2016-07-01 15:06:21,"In the kanji zoo, alienate felt really alienated. All the other kanji formed easy bundles with each other, but alienate stood alone in a bundle of one, completely alienated."
1798,辣,"bitter",1,2016-07-01 15:09:48,"The bitter and spicy flavours that we sense are actually handled by different nerve bundles. (bitter is a bundle particular to that flavour, while spiciness involves bundles of pain receptors)"
1799,速,"quick",1,2016-07-01 15:10:30,"A rushed parent quickly bundles up their kids and gets them out on the road for school."
1800,整,"organize",1,2016-07-01 15:13:11,"Rather than relying on speed to get their kids out early in the morning (see speed), it pays to be more organised. Divide the job into little bundles and then have your internal taskmaster go through each one. Underlying all this is the need to organise everything correctly instead of rushing around like a headless chicken."
1801,剣,"saber",1,2016-07-01 15:31:32,"Interestingly, the LHS has the meaning ""all"", and not ""awl"" as Heisig puts it.
Also, a tsurugi (this kanji) is a double-bladed weapon, whereas a sabre has only one blade. I'm going to call both this kanji and the primitive on the LHS ""tsurugi"".
Top three strokes as ""meeting"": a long, straight sword can find meeting points between armour or bones (puncture weapon). Bisected mouth: two-bladed. Bottom two strokes: handle and tsuba (sword guard). Right side: a type of blade."
1802,険,"precipitous",1,2016-07-01 15:35:47,"Think of the English expression ""on a knife-edge"". So if precipitous is taken to mean ""dangerously high and steep"" then we get a combination of the two images: pinnacle meaning highest point, and tsurugi (Japanese long sword) being the knife-edge. It may help to consider ""precarious"" as a near-synonym for precipitous. That way there will be a much easier match between pinnacle and sword (edge)"
1803,検,"examination",1,2016-07-08 13:55:01,"tree-tsurugi
I'll go with a word-play and call the two primitives ""tree surgeon"". When my favourite tree started losing its leaves, I had to call in the tree surgeon to give it an examination.
(しら・べる、so it's like ""investigate"")
Note that the tree radical also appears on the left of ""exam"", while ""verification"" has horse-tsurugi."
1804,倹,"frugal",1,2016-07-01 15:52:11,"Hiro + tsurugi
Think of frugal = being economical. Hiro follows Bruce Lee's advice on fighting style, emphasising economy of motion. We can see that when he fells Skylar, not messing around and just running him through with economy of action.
(OK, Hiro uses a katana, not a tsurigi, but the running through action better suits a tsurigi, while a katana is better at slashing)"
1805,重,"heavy",1,2016-07-01 15:55:00,"Think of the story of the mathematician who wanted to be paid in rice. One grain for the first square of a chess board, two for the next and so on. We're talking 2 to the power of 65 (minus 1) grains. Not even one thousand ri of land would be enough to pay such a heavy reward."
1806,動,"move",1,2016-07-01 15:56:11,"heavy muscle
Think of movers. They lift heavy loads all day and so have big muscles."
1807,腫,"tumor",1,2016-07-01 15:57:23,"flesh that's dense (hence heavy) = a tumour. Or flesh that weighs heavily on you while you worry about it."
1808,勲,"meritorious deed",1,2016-07-01 16:09:50,"move over fire (or furniture mover over fire)
Think of the Simpsons episode where one of Mr. Burns' softball team players (José Canseco) runs into a burning building to save a woman's baby, then her cat and finally her piano. Surely that last bit of furniture moving is a good example of a meritorious deed?"
1809,働,"work",1,2016-07-01 16:13:20,"Hiro isn't really the kind of guy who is moved by his work. He feels like he has a higher destiny, apart from all the office grunt work."
1810,種,"species",1,2016-07-01 16:21:07,"Used in 種類 (Variety, kind, type, category). Both this kanji and ""class"" (類) have similar, overlapping meanings. Think of ""species"" as being more specialised than ""class"" (eg 種類 as species-genus)
Now think of plant breeding, where you're trying, in this case, to breed a new strain (or species) of grain so that you get more/heavier yields."
1811,衝,"collide",1,2016-07-01 16:24:28,"heavy in boulevard
Think of Newtonian physics and momentum = velocity x mass The more massive (heavier), the harder it is to stop. Now send a heavy object, like a truck, down a narrow boulevard and stopping it is going to be hard, so if anything gets in the way, a collision is the likely outcome."
1812,薫,"fragrant",1,2016-07-01 16:27:04,"I think of furze bushes, whose blossoms have a very heavy (coconut-y) fragrance. These plants are extremely inflammable and in fact are often deliberately burned each year."
1813,病,"ill",1,2016-07-01 16:31:07,"sickness, 3rd class
If you're feeling well, you're ""1st class"". If you've got a cold or flu, but can still go to work and stuff, you're ""2nd class"". If you feel ""3rd class"", though, you're probably ill enough to go to the hospital!
This is the same kanji as in 病気 and 病院 (sickness/illness and hospital)."
1814,痴,"stupid",1,2016-07-01 16:36:38,"sickness framing knowledge or ""knowledge sick""
We hear of people being a bit lacking in the brain department, so imagine a special ward (department) in a hospital where these ""knowledge-sick"" individuals are put.
I not stupid, I just not-know sick!"
1815,痘,"pox",1,2016-07-01 16:39:35,"Also the word for smallpox, which, as the name suggests leaves small pock marks/pustules.
So midget-sickness isn't dwarfism, but the symptom of midget pock marks/pustules. Also, I guess that pustules break open like over-cooked beans?"
1816,症,"symptoms",1,2016-07-01 16:42:25,"What the patient thinks might be a symptom might be just something random, unconnected to their illness. Think the TV series House, where he's always trying to get at the correct symptoms in order to cure the patient's illness.
Also, remember that evidence also uses ""correct"" so there's a parallel between the two kanji."
1817,瘍,"carbuncle",1,2016-07-01 16:48:56,"sickness, piggy-bank
Old idea of a witch being able to ""buy"" a wart (not so far off a carbuncle/boil). Man, those old hags must have been laughing all the way to the (piggy) bank!
http://www.snopes.com/oldwives/warts.asp"
1818,痩,"lose weight",1,2016-07-01 16:59:28,"Think about bulimia or EBD to get the ""sickness"" thing. A lot of the words that use this have a negative connotation. Then think about how ""monkey-crotch"" is on the right side of ""search"". Then of someone searching for a medical solution for a problem that is really about lifestyle: the right amount of food, a balanced diet and EXERCISE. So either searching for an unhealthy/unattainable figure or searching for the means of getting it in the wrong place (hospital)."
1819,疾,"rapidly",1,2016-07-01 17:16:11,"sickness-dart
Think of septicaemia, or ""blood poisoning"". If left untreated, the infection spreads rapidly and is often fatal. Now imagine coating darts with some bacterial agent designed to cause this."
1820,嫉,"envy",1,2016-07-01 17:29:58,"Homer Simpson on envy vs jealousy: https://www.youtube.com/watch?v=Tmx1jpqv3RA
""Envy is wanting what someone else has. Jealousy is being worried that someone will take what you have."" So if jealousy is like an obstacle (石) between you and someone else (fearing that they'll take what you have), then why ""wanting what someone else has""?
Imagine going to someone's house, and being all nice, then as soon as you get home you start ragging on your hubby to get you similar nice things as rapidly as possible."
1821,痢,"diarrhea",1,2016-07-01 17:35:27,"profit-sickness
Think ""underpants gnomes"":
1. Collect underpants
2.  ?
3. Profit
Imagine that step 2 involves them accidentally striking ""brown gold"" (not real gold; diarrhoea, the illness)"
1822,痕,"scar",1,2016-07-01 17:40:43,"Scars are initially red/purple but sometimes a process called hypopigmentation occurs (hypo- meaning less pigmentation, effectively). So just remember to think of this as a silvery colour, rather than a pure white colour. Chinese/Japanese aren't fair-skinned, so probably silver is a better description."
1823,疲,"tired",1,2016-07-01 17:46:15,"pelt-sickness. Can use the Japanese word for he 彼 to give the reading かれ and then replace the left radical (going) with that for sickness, giving つかれ, which is just one extra syllable syllable in front. かれ/つかれ
In English, we might say ""tired to the bone"" to mean completely exhausted, so ""tired to the pelt"" would be a lesser/normal degree of tiredness."
1824,疫,"epidemic",1,2016-07-01 17:49:12,"The great fear in many Hollywood plot-lines that ""the infection has gone airborne!""
So it's not hard to imagine an epidemic as a barrage of airborne missiles."
1825,痛,"pain",1,2016-07-01 17:53:11,"I imagine the 用 being in pain because the マ is sticking into it and it's being pushed down by the 疒 above, making it even worse. 痛い！
Alternatively, you have to go to the mayou[naise] (マ・用) clinic to get some morphine for your pain."
1826,癖,"mannerism",1,2016-07-01 17:54:28,"Calling the cluster inside ""ordeal"".
Now imagine what an ordeal it would be if you suffered from Tourette's Syndrome and couldn't control your mannerisms."
1827,匿,"hide",1,2016-07-01 17:57:11,"Obviously a game of hide-and-seek. They young one hides in a box while the designated counter/searcher does their bit."
1828,匠,"artisan",1,2016-07-01 18:01:10,"Axe in a box. Not your run-of-the-mill axe that you just embed in a tree stump when you're done with it, but one that's oiled and cleaned and put back in it's own box when the artisan is done using it."
1829,医,"doctor",1,2016-07-01 18:03:26,"dart in a box. The craze that came right after the jack-in-the-box craze. The doctors loved that one...
Alternatively, imagine dart as dart gun/hypodermic needle/works in its own special carry-box."
1830,匹,"equal",1,2016-07-01 18:07:57,"Two strokes plus two strokes equals four. Yeah, that has legs, let's run with it."
1831,区,"ward",1,2016-07-01 18:10:55,"sheaf in a box
Not sure if sheaf also applies to sheaves of paper, but consider a government office where the filing system demands putting all the sheaves of paper relating to each ward into separate boxes."
1832,枢,"hinge",1,2016-07-01 18:13:43,"Tree-ward. Imagine an election hinging on the votes in one particular area, in this case the ward with the wide tree-lined avenidas Probably one of the posher wards, so they get more votes than the others (who said anything about Democracy?)"
1833,殴,"assault",1,2016-07-01 18:19:48,"ward-missile
Think Assault on Precinct 13 (lots of shooting), District 9 (escape vehicle struck by a missile and crashes), or Banlieue 13 (nuclear missile incoming in the sequel) or Robin (Batman's ward) being fired as a missile, with a giant catapult in the style of Angry Birds"
1834,欧,"Europe",1,2016-07-01 18:29:11,"ward-yawn/lack
So this kanji was just chosen for its sound (start of オーロッパ  or ヨーロッパ as it is in modern Japanese).
They were lacking a ward^Hword for it so they a#ward#ed it this one."
1835,抑,"repress",1,2016-07-01 18:40:12,"finger-small box-stamp
Help! I'm being repressed!
The normal workings of the anarcho-syndicalist commune is that the executive officer for the week has to pull out each issue in turn (with fingers, because the boxes are so small) from its own little box and then to have a vote on it. A simple majority in the case of internal affairs, but by a two-thirds majority in the case of more major issues. Finally, after the vote, a seal is placed on each document to indicate whether it passed or not."
1836,仰,"faceup",1,2016-07-01 18:43:48,"King Arthur is having no guff from Dennis (the guy who currently holds the small boxes and official seal as standing executive officer in his anarcho-syndicalist commune) and pushes him backwards into the mud."
1837,迎,"welcome",1,2016-07-01 18:46:04,"Again with Monty Python's Holy Grail. The meeting of Denis (the box/seal holder, ""Help, I'm being repressed!"" guy) and Arthur does not go well (Arthur is not welcomed at all, despite him notionally their king), so Arthur has to continue down the road."
1838,登,"ascend",1,2016-07-01 19:01:21,"teepee-midget
OK, so Genghis Khan wasn't actually short, but he's the easiest character I can find to fit the kanji. Who would have thought that a mere midget could have ascended to such heights and to rule such a vast empire from his yurt (Mongolian tent).
Anyway, one of the ascended leaders of history. Small guy who lives in a tent."
1839,澄,"lucidity",1,2016-07-01 19:03:37,"water-ascension
A 1,000 metre descent into water will bring you to a zone where no sunlight can penetrate. So, as you ascend through water, the lucidity (clearness of being able to see things) increases"
1840,発,"discharge",1,2016-07-01 19:15:18,"departure/emit/publish/etc. I guess ""discharge"" is OK as we have ""the departed"" and various meanings here.
Some minor characters in James Joyce's Ulysses. Five men walking the street in Dublin, each with a sandwich board. The letters H.E.L.Y.S, advertising some local business. I imagine these men in a teepee, being given their boards, then discharged. When bloom sees them later, they might as well not even be men. No sign of their two arms (the number two) and human legs, just letters in procession."
1841,廃,"abolish",1,2016-07-01 19:18:04,"Batcave-discharge
After Batman learns that superheroes are to be abolished, he lets out a blood-curdling scream. This frightens the bats in the cave so much that millions of them are seen discharging through every opening."
1842,僚,"colleague",1,2016-07-01 19:28:00,"I'm going to call the primitive ""rooster"". It roosts in its own ""tent"" (a deluxe one, built from a dog carcass and puppy-dog tails) and is up at the smallest hint of sun.
Rooster is always puffing himself up and acting self-important. So I imagine the person on the left using phrases like ""my learned colleague"" as if he was a rooster parading around in some kind of avian parliament."
1843,瞭,"obvious",1,2016-07-01 19:29:59,"eye-rooster (see colleague for explanation)
You don't have to see with your eye to know that the rooster is up. His cock-a-doodle-doo makes it perfectly obvious.
Also maybe imagine the rooster dressed up in a naval uniform if you want to think of him as ""captain obvious""."
1844,寮,"dormitory",1,2016-07-01 19:32:10,"roof-rooster (see colleague for description)
Assume that there is some kind of ""head boy"" for the dormitory. He's the one who ""rules the roost"". Think of roof/house to cement the idea of a roost, along with it being the rooster who rules it (keeping all those chickens in line)"
1845,療,"heal",1,2016-07-06 09:03:54,"sickness-rooster (see colleague)
We had some chickens / 
no eggs would they lay /
 .../
Then came that rooster, into our yard, /
and caught that chicken, right off of her guard /
she's layin' eggs now, like she never used to /
ever since that rooster, came into our yard /

So consider that the rooster ""healed"" the chickens of the ""illness"" of not laying eggs. Also the rooster is a ""heel"" and doesn't return calls. And has spurs on his heel."
1846,彫,"carve",1,2016-07-02 13:50:24,"Think ""sculpt"" as a near synonym and recall the method of sculpting something: start at the outside, working in (around the #circumference#) and carve away anything that doesn't look like the #shape# you want to sculpt."
1847,形,"shape",1,2016-07-08 13:56:42,"Think stop-motion animation where you have to come in between each frame and use your two hands to shape  the model (eg, Plasticine, like in Wallace and Grommet) into the correct shape.
Alternatively, use two hands to make shadow shapes on the wall."
1848,影,"shadow",1,2016-07-02 13:54:43,"scenery - shape
Think of a city-scape (a particular bit of #scenery#) in twilight, with only the #shapes# of the buildings against the horizon visible in silhouette (ie, shadow)"
1849,杉,"cedar",1,2016-07-02 14:02:23,"Tree-shape
Cedar is on the national flag of Lebanon. It's a country that's actually in pretty good shape considering regional conflicts. This is probably due to its inclusive system of government, with Christians and Muslims each having a 50/50 share of seats."
1850,彩,"coloring",1,2016-07-02 14:04:59,"Grab - shape
Don't know why Heisig doesn't reuse the ""grab"" keyword.
Anyway, kids colouring... always eager, they grab the crayons and start filling in the shapes. Being kids, they always go outside the lines of the shapes printed in the colouring book..."
1851,彰,"patent",1,2016-07-02 14:06:36,"badge | shape
Einstein once wore the #badge# of a patent officer before he went on to #shape# our understanding of space and time."
1852,彦,"lad",1,2016-07-02 14:11:31,"stand over cliff containing shape
Imagine Grounds-keeper Willie from the Simpsons standing over the cliff and looking at the rapidly receding shape below, saying ""Ye shouldnae have touched me kilt, laddee!"""
1853,顔,"face",1,2016-07-02 17:47:55,"lad-head
Van Morrison's Coney Island. (I look at the side of your face as the sunlight comes streaming through the window). Lad had an old head even back then."
1854,須,"ought",1,2016-07-02 14:32:18,"shape head
""The exception proves the rule"". If new evidence comes around, you ought to reshape the ideas in your head so that they match with reality."
